#Organism Group	Strain	Serovar	Isolate	Create date	Location	Isolation Source	Isolation type	SNP cluster	Min-same	Min-diff	Host	AMR genotypes core	BioSample	K-mer group	Scientific name	Assembly	AST phenotypes	Host Disease	Virulence genotypes	Collection Date	Stress genotypes	Collected by	AMRFinderPlus version	PD Ref Gene Catalog version	AMRFinderPlus analysis type	BioProject	Lat/Lon	N50	Contigs	Length	Library Layout	Platform	Run	SRA Center	SRA Release Date	Species TaxID	Outbreak	Level	AMR genotypes	Method	PFGE Primary Enzyme Pattern	PFGE Secondary Enzyme Pattern	TaxID	WGS Prefix	WGS Accession
E.coli and Shigella	JL_F20_1		PDT000289925.1	2018-02-25T22:39:11Z	China: Jilin		environmental/other				cows	aac(3)-IId=COMPLETE,aadA1=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-IIa=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-65=COMPLETE,blaEC=COMPLETE,ble=PARTIAL,dfrA1=COMPLETE,floR=COMPLETE,fosA3=COMPLETE,gyrA_D87H=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,nfsA_R15C=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SAMN08469957	PDG000000004.2285	Escherichia coli	GCA_002942645.1			espX1=COMPLETE,fdeC=COMPLETE,ireA=COMPLETE,iroE=COMPLETE,iroN=COMPLETE,iss=COMPLETE,iucA=COMPLETE,iutA=COMPLETE,lpfA1=COMPLETE,sslE=HMM,tsh=COMPLETE	2017-08-03	emrE=COMPLETE,merA=HMM,merC=COMPLETE,merD=HMM,merE=HMM,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,qacEdelta1=COMPLETE,ymgB=COMPLETE		3.8.4	2020-07-16.2	COMBINED	PRJNA433057		107198	197	5517138						562		Contig	aac(3)-IId=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-IIa=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-65=COMPLETE,blaEC=COMPLETE,ble=PARTIAL,dfrA1=COMPLETE,floR=COMPLETE,fosA3=COMPLETE,gyrA_D87H=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,nfsA_R15C=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SPAdes v. 3.10.4			562	PTOJ	PTOJ00000000.1
E.coli and Shigella	JL_F12_1		PDT000289926.1	2018-02-25T22:39:59Z	China: Jilin		environmental/other				cows	blaCTX-M-55=COMPLETE,blaEC=COMPLETE,blaTEM=PARTIAL,fosA3=COMPLETE,gyrA_S83L=POINT,mph(A)=COMPLETE,tet(A)=COMPLETE	SAMN08469955	PDG000000004.2285	Escherichia coli	GCA_002942665.1			astA=COMPLETE,fdeC=COMPLETE,lpfA=COMPLETE,sslE=HMM	2017-08-01	emrE=COMPLETE,ymgB=COMPLETE		3.8.4	2020-07-16.2	COMBINED	PRJNA433057		209303	90	5010060						562		Contig	acrF=COMPLETE,blaCTX-M-55=COMPLETE,blaEC=COMPLETE,blaTEM=PARTIAL,fosA3=COMPLETE,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,tet(A)=COMPLETE	SPAdes v. 3.10.2			562	PTOL	PTOL00000000.1
E.coli and Shigella	XJ_F11_1		PDT000289927.1	2018-02-25T22:41:27Z	China: Xinjiang		environmental/other				cows	aac(3)-IId=COMPLETE,aadA5=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-14=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,dfrA17=COMPLETE,floR=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SAMN08469970	PDG000000004.2285	Escherichia coli	GCA_002942685.1			capU=COMPLETE,espX1=PARTIAL,fdeC=COMPLETE,iroE=COMPLETE,iroN=COMPLETE,iss=COMPLETE,iucA=COMPLETE,iutA=COMPLETE,sslE=HMM	2017-08-16	emrE=COMPLETE,pcoA=COMPLETE,pcoB=COMPLETE,pcoC=COMPLETE,pcoD=COMPLETE,pcoE=COMPLETE,pcoR=COMPLETE,pcoS=COMPLETE,qacEdelta1=COMPLETE,silA=COMPLETE,silB=COMPLETE,silC=COMPLETE,silE=COMPLETE,silF=COMPLETE,silP=COMPLETE,silR=COMPLETE,silS=COMPLETE,ymgB=COMPLETE		3.8.4	2020-07-16.2	COMBINED	PRJNA433057		108481	140	4935921						562		Contig	aac(3)-IId=COMPLETE,aadA5=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-14=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,dfrA17=COMPLETE,floR=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SPAdes v. 3.10.17			562	PTNW	PTNW00000000.1
E.coli and Shigella	XJ_F9_2		PDT000289928.1	2018-02-25T22:44:45Z	China: Xinjiang		environmental/other				cows	aac(6')-Ib-cr5=COMPLETE,aadA16=COMPLETE,arr-3=COMPLETE,blaCTX-M-14=COMPLETE,blaEC=COMPLETE,dfrA27=COMPLETE,floR=COMPLETE,fosA3=COMPLETE,mph(A)=COMPLETE,qnrB6=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,uhpT_E350Q=POINT	SAMN08469969	PDG000000004.2285	Escherichia coli	GCA_002942705.1			espX1=PARTIAL,fdeC=COMPLETE,lpfA=COMPLETE,sslE=HMM	2017-08-15	qacEdelta1=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE		3.8.4	2020-07-16.2	COMBINED	PRJNA433057		233024	94	5052595						562		Contig	aac(6')-Ib-cr5=COMPLETE,aadA16=COMPLETE,acrF=PARTIAL,arr-3=COMPLETE,blaCTX-M-14=COMPLETE,blaEC=COMPLETE,dfrA27=COMPLETE,floR=COMPLETE,fosA3=COMPLETE,mdtM=COMPLETE,mph(A)=COMPLETE,qnrB6=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,uhpT_E350Q=POINT	SPAdes v. 3.10.16			562	PTNX	PTNX00000000.1
E.coli and Shigella	SC_F14_1		PDT000289929.1	2018-02-25T22:46:02Z	China: Sichuan		environmental/other				cows	aac(3)-IId=COMPLETE,aadA1=COMPLETE,aadA2=COMPLETE,aph(3')-Ia=COMPLETE,blaCTX-M-65=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,cmlA1=COMPLETE,dfrA12=COMPLETE,floR=COMPLETE,gyrA_D87Y=POINT,gyrA_S83L=POINT,lnu(F)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,soxS_A12S=POINT,sul2=COMPLETE,sul3=COMPLETE,tet(B)=COMPLETE,tet(M)=COMPLETE	SAMN08469966	PDG000000004.2285	Escherichia coli	GCA_002942735.1			espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE,lpfA=COMPLETE,sslE=HMM	2017-08-12	qacL=COMPLETE,ymgB=COMPLETE		3.8.4	2020-07-16.2	COMBINED	PRJNA433057		168109	416	5025196						562		Contig	aac(3)-IId=COMPLETE,aadA1=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3')-Ia=COMPLETE,blaCTX-M-65=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,cmlA1=COMPLETE,dfrA12=COMPLETE,floR=COMPLETE,gyrA_D87Y=POINT,gyrA_S83L=POINT,lnu(F)=COMPLETE,mdtM=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,soxS_A12S=POINT,sul2=COMPLETE,sul3=COMPLETE,tet(B)=COMPLETE,tet(M)=COMPLETE	SPAdes v. 3.10.13			562	PTOA	PTOA00000000.1
E.coli and Shigella	QH_F6_1		PDT000289931.1	2018-02-25T22:49:38Z	China: Qinghai		environmental/other				cows	aac(3)-IVa=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(4)-Ia=COMPLETE,aph(6)-Id=COMPLETE,arr-2=COMPLETE,blaCTX-M-65=COMPLETE,blaEC=COMPLETE,blaOXA-10=COMPLETE,blaTEM=PARTIAL_END_OF_CONTIG,cmlA1=COMPLETE,dfrA14=COMPLETE,floR=COMPLETE,qnrS1=COMPLETE,sul3=COMPLETE,tet(A)=PARTIAL_END_OF_CONTIG	SAMN08469963	PDG000000004.2285	Escherichia coli	GCA_002942765.1			espX1=COMPLETE,lpfA=COMPLETE	2017-08-09	emrE=COMPLETE,qacL=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE		3.8.4	2020-07-16.2	COMBINED	PRJNA433057		209969	95	5024770						562		Contig	aac(3)-IVa=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(4)-Ia=COMPLETE,aph(6)-Id=COMPLETE,arr-2=COMPLETE,blaCTX-M-65=COMPLETE,blaEC=COMPLETE,blaOXA-10=COMPLETE,blaTEM=PARTIAL_END_OF_CONTIG,cmlA1=COMPLETE,dfrA14=COMPLETE,floR=COMPLETE,mdtM=COMPLETE,qnrS1=COMPLETE,sul3=COMPLETE,tet(A)=PARTIAL_END_OF_CONTIG	SPAdes v. 3.10.10			562	PTOD	PTOD00000000.1
E.coli and Shigella	JL_F12_2		PDT000289932.1	2018-02-25T22:52:23Z	China: Jilin		environmental/other				cows	blaEC=COMPLETE	SAMN08469956	PDG000000004.2285	Escherichia coli	GCA_002942805.1			espX1=PARTIAL,fdeC=COMPLETE,lpfA=COMPLETE,sslE=HMM	2017-08-02	ymgB=COMPLETE		3.8.4	2020-07-16.2	COMBINED	PRJNA433057		161346	313	5111380						562		Contig	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE	SPAdes v. 3.10.3			562	PTOK	PTOK00000000.1
E.coli and Shigella	TzEc061		PDT000652251.1	2019-12-19T03:39:19Z	Tanzania	feces	environmental/other	PDS000058052.1	0		Cattle	blaEC=COMPLETE	SAMN13068767	PDG000000004.2285	Escherichia coli	GCA_009766555.1			ehxA=COMPLETE,espI=COMPLETE,iha=COMPLETE,lpfA=COMPLETE,sslE=HMM,stxA1a=COMPLETE,stxB1a=COMPLETE	2015-06-25	emrE=COMPLETE,ymgB=COMPLETE		3.6.7	2020-01-06.1	COMBINED	PRJNA578301		300315	122	4899740						562		Contig	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE	SPAdes v. 3.12.0			562	WSGS	WSGS00000000.1
E.coli and Shigella	EC3897-E79F-7		PDT000289025.3	2018-02-23T19:46:42Z	USA:NE	Rectoanal mucosal swab	environmental/other	PDS000034492.15	36	24	Cattle	blaEC=COMPLETE	SAMN08579529	PDG000000004.2285	Escherichia coli	GCA_012254925.1		HUS	cif=COMPLETE,eae=COMPLETE,ehxA=COMPLETE,espA=COMPLETE,espB=COMPLETE,espF=PARTIAL_END_OF_CONTIG,espI=COMPLETE,espJ=PARTIAL_END_OF_CONTIG,espK=COMPLETE,espP=COMPLETE,fdeC=COMPLETE,iha=COMPLETE,iucA=COMPLETE,iutA=COMPLETE,katP=COMPLETE,lpfA=COMPLETE,nleA=COMPLETE,nleB=COMPLETE,nleC=COMPLETE,stxA2c=COMPLETE,stxB2c=COMPLETE,tccP=PARTIAL,tir=COMPLETE	2015-05-19	terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE	University of Nebraska-Lincoln	3.6.7	2020-03-20.1	COMBINED	PRJNA230969	41.4 N 99.9 W	75365	203	5043202	PAIRED	ILLUMINA	SRR6766648	CFSAN	2018-02-23T17:48:19Z	562		Contig	acrF=PARTIAL,blaEC=COMPLETE,mdtM=COMPLETE	SKESA v. 2.2			562	AASBGB	AASBGB000000000.1
E.coli and Shigella	RM8988-C1		PDT000839053.1	2020-09-17T19:07:36Z	USA: CA	feces	environmental/other	PDS000000609.16	0	6	Cattle		SAMN10887316	PDG000000004.2285	Escherichia coli O145	GCA_014623185.1			cif=COMPLETE,eae=COMPLETE,ehxA=COMPLETE,espA=COMPLETE,espB=COMPLETE,espF=COMPLETE,espJ=COMPLETE,espK=COMPLETE,espP=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iha=COMPLETE,iss=COMPLETE,iucA=COMPLETE,iutA=COMPLETE,katP=PARTIAL,lpfA1=COMPLETE,nleA=COMPLETE,nleB2=COMPLETE,nleB=COMPLETE,nleC=COMPLETE,nleC=PARTIAL,stxA1a=COMPLETE,stxB1a=COMPLETE,tccP=COMPLETE,tir=COMPLETE,toxB=COMPLETE		terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE		3.9.3	2020-11-09.1	COMBINED	PRJNA483500		5458186	2	5546938						562		Complete Genome	blaEC=MISTRANSLATION,mdtM=COMPLETE	HGAP v. RS_HGAP Assembly.3			1055538		
E.coli and Shigella	TzEc036		PDT000648079.1	2019-12-18T04:18:37Z	Tanzania	feces	environmental/other	PDS000057935.1	0		Cattle	blaEC=COMPLETE	SAMN13068742	PDG000000004.2285	Escherichia coli	GCA_009762055.1			katP=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	2015-06-25	emrE=COMPLETE,ymgB=COMPLETE		3.6.7	2020-01-06.1	COMBINED	PRJNA578301		122534	103	4436792						562		Contig	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE	SPAdes v. 3.12.0			562	WSHQ	WSHQ00000000.1
E.coli and Shigella	RM9467-C1		PDT000839056.1	2020-09-17T19:15:22Z	USA: CA	feces	environmental/other	PDS000036981.4	1	2	Cattle		SAMN09742412	PDG000000004.2285	Escherichia coli O145	GCA_014623245.1			cif=COMPLETE,eae=COMPLETE,ehxA=COMPLETE,espA=COMPLETE,espB=COMPLETE,espF=COMPLETE,espJ=COMPLETE,espK=COMPLETE,espP=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iha=COMPLETE,iss=COMPLETE,iucA=COMPLETE,iutA=COMPLETE,katP=COMPLETE,lpfA1=COMPLETE,nleA=COMPLETE,nleB2=COMPLETE,nleB=COMPLETE,nleC=COMPLETE,nleC=PARTIAL,stxA2c=COMPLETE,stxB2a=COMPLETE,tccP=COMPLETE,tir=COMPLETE,toxB=PARTIAL		terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE		3.9.3	2020-11-09.1	COMBINED	PRJNA483500		5385895	2	5475413						562		Complete Genome	blaEC=MISTRANSLATION,mdtM=COMPLETE	HGAP v. RS_HGAP Assembly.3			1055538		
E.coli and Shigella	TzEc057		PDT000652253.1	2019-12-19T03:40:22Z	Tanzania	feces	environmental/other	PDS000054917.1	0		Cattle	blaEC=COMPLETE	SAMN13068763	PDG000000004.2285	Escherichia coli	GCA_009766665.1			iss=COMPLETE,lpfA=COMPLETE,sslE=HMM	2015-06-25	emrE=COMPLETE,ymgB=COMPLETE		3.6.7	2020-01-06.1	COMBINED	PRJNA578301		168760	89	4832461						562		Contig	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE	SPAdes v. 3.12.0			562	WSGV	WSGV00000000.1
E.coli and Shigella	CFSAN026830	104:H7	PDT000065381.1	2015-05-22T11:10:21Z	USA:NE		clinical	PDS000070913.1		5	Cattle	blaEC=COMPLETE	SAMN03455845	PDG000000004.2285	Escherichia coli	GCA_001012475.1			ehxA=COMPLETE,iha=COMPLETE,lpfA=COMPLETE,sslE=HMM,stxA1c=COMPLETE,stxB1c=COMPLETE	2013	terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE	KSU	3.6.7	2020-01-06.1	COMBINED	PRJNA230969		78855	206	5244374						562		Contig	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE	CLC Genomics Workbench v. 7.6.1			562	LDDA	LDDA00000000.1
E.coli and Shigella	TzEc065		PDT000652249.1	2019-12-19T03:39:17Z	Tanzania	feces	environmental/other	PDS000054572.5	0		Cattle	blaEC=COMPLETE,uhpT_E350Q=POINT	SAMN13068771	PDG000000004.2285	Escherichia coli	GCA_009766575.1			ibeA=COMPLETE,sslE=COMPLETE,vactox=COMPLETE	2015-06-25	emrE=COMPLETE,merT=COMPLETE,ymgB=COMPLETE		3.6.7	2020-01-06.1	COMBINED	PRJNA578301		435471	65	5009499						562		Contig	acrF=COMPLETE,blaEC=COMPLETE,uhpT_E350Q=POINT	SPAdes v. 3.12.0			562	WSGO	WSGO00000000.1
E.coli and Shigella	EC3908-E191F-1		PDT000289024.3	2018-02-23T19:46:42Z	USA:NE	Rectoanal mucosal swab	environmental/other	PDS000035028.13	44	36	Cattle	blaEC=COMPLETE	SAMN08579530	PDG000000004.2285	Escherichia coli	GCA_012254945.1		HUS	eae=COMPLETE,efa1=COMPLETE,ehxA=COMPLETE,espA=COMPLETE,espB=COMPLETE,espF=PARTIAL,espF=PARTIAL_END_OF_CONTIG,espI=COMPLETE,espJ=COMPLETE,espK=COMPLETE,espP=COMPLETE,espX1=MISTRANSLATION,fdeC=COMPLETE,lpfA=COMPLETE,nleA=COMPLETE,nleB=COMPLETE,nleC=PARTIAL_END_OF_CONTIG,sslE=HMM,stxA2c=COMPLETE,stxB2a=COMPLETE,tir=COMPLETE,toxB=COMPLETE	2015-05-19	terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE	University of Nebraska-Lincoln	3.6.7	2020-03-20.1	COMBINED	PRJNA230969	41.4 N 99.9 W	122561	179	5214571	PAIRED	ILLUMINA	SRR6766647	CFSAN	2018-02-23T17:51:29Z	562		Contig	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE	SKESA v. 2.2			562	AASBGD	AASBGD000000000.1
E.coli and Shigella	CFSAN026828	103	PDT000065379.1	2015-05-22T11:09:58Z	USA:KS		clinical	PDS000010777.2		43	Cattle	blaEC=COMPLETE	SAMN03455843	PDG000000004.2285	Escherichia coli	GCA_001012435.1			cif=COMPLETE,eae=COMPLETE,efa1=COMPLETE,ehxA=COMPLETE,espA=COMPLETE,espB=COMPLETE,espI=COMPLETE,espK=COMPLETE,espP=COMPLETE,katP=COMPLETE,lpfA=COMPLETE,nleA=COMPLETE,nleB2=COMPLETE,nleB=COMPLETE,nleC=COMPLETE,sslE=HMM,stxA1a=COMPLETE,stxB1a=COMPLETE,tccP=PARTIAL_END_OF_CONTIG,tir=COMPLETE	2013	terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE	KSU	3.6.7	2020-01-06.1	COMBINED	PRJNA230969		69261	253	5250600						562		Contig	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE	CLC Genomics Workbench v. 7.6.1			562	LDDB	LDDB00000000.1
E.coli and Shigella	EC3922-E929F-4		PDT000289018.3	2018-02-23T19:46:40Z	USA:NE	Rectoanal mucosal swab	environmental/other	PDS000035510.4	20	33	Cattle	blaEC=COMPLETE	SAMN08579534	PDG000000004.2285	Escherichia coli	GCA_012255205.1		HUS	eae=COMPLETE,ehxA=COMPLETE,espA=COMPLETE,espB=COMPLETE,espF=PARTIAL,espJ=COMPLETE,espK=COMPLETE,espP=COMPLETE,espX1=COMPLETE,etpD=COMPLETE,fdeC=COMPLETE,iha=COMPLETE,iss=COMPLETE,katP=COMPLETE,lpfA1=COMPLETE,lpfA2=COMPLETE,nleA=COMPLETE,nleB2=COMPLETE,nleB=COMPLETE,nleC=COMPLETE,stxA1a=COMPLETE,stxA2c=COMPLETE,stxB1a=COMPLETE,stxB2c=COMPLETE,tccP=PARTIAL,tccP=PARTIAL_END_OF_CONTIG,tir=COMPLETE,toxB=COMPLETE	2015-06-23	emrE=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE	University of Nebraska-Lincoln	3.6.7	2020-03-20.1	COMBINED	PRJNA230969	41.4 N 99.9 W	160336	159	5422951	PAIRED	ILLUMINA	SRR6766641	CFSAN	2018-02-23T17:51:29Z	562		Contig	acrF=MISTRANSLATION,blaEC=COMPLETE,mdtM=COMPLETE	SKESA v. 2.2			562	AASBGG	AASBGG000000000.1
E.coli and Shigella	EC3894-E68F-2		PDT000289023.3	2018-02-23T19:46:42Z	USA:NE	Rectoanal mucosal swab	environmental/other	PDS000035510.4	5	13	Cattle	blaEC=COMPLETE	SAMN08579527	PDG000000004.2285	Escherichia coli	GCA_012255065.1		HUS	eae=COMPLETE,ehxA=COMPLETE,espA=COMPLETE,espB=COMPLETE,espF=PARTIAL,espJ=COMPLETE,espK=COMPLETE,espP=COMPLETE,espX1=COMPLETE,etpD=COMPLETE,fdeC=COMPLETE,iha=COMPLETE,iss=COMPLETE,katP=COMPLETE,lpfA1=COMPLETE,lpfA2=COMPLETE,nleA=COMPLETE,nleB2=COMPLETE,nleB=COMPLETE,nleC=COMPLETE,stxA1a=COMPLETE,stxA2c=COMPLETE,stxB1a=COMPLETE,stxB2c=COMPLETE,tccP=PARTIAL_END_OF_CONTIG,tir=COMPLETE,toxB=PARTIAL_END_OF_CONTIG	2015-05-19	emrE=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE	University of Nebraska-Lincoln	3.6.7	2020-03-20.1	COMBINED	PRJNA230969	41.4 N 99.9 W	124225	180	5447543	PAIRED	ILLUMINA	SRR6766646	CFSAN	2018-02-23T17:48:19Z	562		Contig	acrF=MISTRANSLATION,blaEC=COMPLETE,mdtM=COMPLETE	SKESA v. 2.2			562	AASBGE	AASBGE000000000.1
E.coli and Shigella	EC3912-E806F-4		PDT000289027.3	2018-02-23T19:46:43Z	USA:NE	Rectoanal mucosal swab	environmental/other	PDS000035510.4	5	18	Cattle	blaEC=COMPLETE	SAMN08579531	PDG000000004.2285	Escherichia coli	GCA_012255025.1		HUS	eae=COMPLETE,ehxA=COMPLETE,espA=COMPLETE,espB=COMPLETE,espF=COMPLETE,espJ=COMPLETE,espK=COMPLETE,espP=COMPLETE,espX1=COMPLETE,etpD=COMPLETE,fdeC=COMPLETE,iha=COMPLETE,iss=COMPLETE,katP=COMPLETE,lpfA1=COMPLETE,lpfA2=COMPLETE,nleA=COMPLETE,nleB2=COMPLETE,nleB=COMPLETE,nleC=COMPLETE,stxA1a=COMPLETE,stxB1a=COMPLETE,tccP=PARTIAL_END_OF_CONTIG,tir=COMPLETE,toxB=COMPLETE	2015-06-23	emrE=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE	University of Nebraska-Lincoln	3.6.7	2020-03-20.1	COMBINED	PRJNA230969	41.4 N 99.9 W	188529	152	5438918	PAIRED	ILLUMINA	SRR6766650	CFSAN	2018-02-23T17:51:29Z	562		Contig	acrF=MISTRANSLATION,blaEC=COMPLETE,mdtM=COMPLETE	SKESA v. 2.2			562	AASBFY	AASBFY000000000.1
E.coli and Shigella	CFSAN026789	O111	PDT000065369.1	2015-05-22T11:08:28Z	USA		clinical	PDS000003454.5	10	2	Cattle	blaEC=COMPLETE	SAMN03455804	PDG000000004.2285	Escherichia coli	GCA_001012235.1			cif=COMPLETE,eae=COMPLETE,efa1=COMPLETE,ehxA=COMPLETE,espA=COMPLETE,espJ=COMPLETE,espK=COMPLETE,iha=COMPLETE,lpfA=COMPLETE,nleA=COMPLETE,nleB=COMPLETE,nleC=COMPLETE,sslE=HMM,stxA1a=COMPLETE,stxA2c=COMPLETE,stxB1a=COMPLETE,stxB2a=COMPLETE,tccP=PARTIAL,tir=COMPLETE	1999	emrE=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE	KSU	3.6.7	2020-01-06.1	COMBINED	PRJNA230969		96010	229	5192891						562		Contig	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE	CLC Genomics Workbench v. 7.6.1			562	LDDQ	LDDQ00000000.1
E.coli and Shigella	CFSAN026791	O111	PDT000065371.1	2015-05-22T11:08:39Z	USA		clinical	PDS000003454.5	10	8	Cattle	blaEC=COMPLETE	SAMN03455806	PDG000000004.2285	Escherichia coli	GCA_001012275.1			cif=COMPLETE,eae=COMPLETE,efa1=COMPLETE,ehxA=COMPLETE,espA=COMPLETE,espF=PARTIAL,espJ=COMPLETE,espK=COMPLETE,iha=COMPLETE,lpfA=COMPLETE,nleA=COMPLETE,nleB=COMPLETE,nleC=COMPLETE,sslE=HMM,stxA1a=COMPLETE,stxA2c=COMPLETE,stxB1a=COMPLETE,stxB2a=COMPLETE,tir=COMPLETE	1999	emrE=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE,ymgB=COMPLETE	KSU	3.6.7	2020-01-06.1	COMBINED	PRJNA230969		92120	217	5172798						562		Contig	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE	CLC Genomics Workbench v. 7.6.1			562	LDDO	LDDO00000000.1
E.coli and Shigella	IHIT31998_strain		PDT000847323.1	2020-09-26T20:24:20Z	Poland		environmental/other	PDS000063301.2		24	Cattle	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,parC_S80I=POINT,parE_S458A=POINT,sul2=COMPLETE	SAMN14278957	PDG000000004.2285	Escherichia coli				espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	2013	ymgB=COMPLETE		3.8.4	2020-09-22.2	NUCLEOTIDE	PRJNA610178		126022	86	4822837	PAIRED	ILLUMINA	SRR11235039	ROBERT KOCH INSTITUTE	2020-03-04T13:23:33Z	562			acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul2=COMPLETE				562		
E.coli and Shigella	CFSAN026845	142	PDT000065387.1	2015-05-22T11:11:25Z	USA		clinical	PDS000000888.1	13		Cattle	blaEC=COMPLETE,tet(C)=COMPLETE	SAMN03455860	PDG000000004.2285	Escherichia coli	GCA_001012575.1			hlyA-alpha=COMPLETE,lpfA=COMPLETE,sslE=HMM,stxA1d=COMPLETE,stxB1d=COMPLETE	1999	emrE=COMPLETE,ymgB=COMPLETE	KSU	3.6.7	2020-01-06.1	COMBINED	PRJNA230969		112587	95	5088969						562		Contig	acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(C)=COMPLETE	CLC Genomics Workbench v. 7.6.1			562	LDCV	LDCV00000000.1
